,label,leftPaddle_y,ball_x,ball_y,ball_dx,ball_dy,ball_x_prev,ball_y_prev,user
603,down,259.5,13.042904,434.94379119999996,157.908,157.908,5.0,426.90088719999994,joey
604,down,279.69599999999997,29.191136,451.09202319999997,158.724,158.724,20.79,442.69088719999996,joey
605,down,279.69599999999997,29.191136,451.09202319999997,158.724,158.724,20.79,442.69088719999996,ion
606,down,298.902,44.625,463.0,159.5,-159.5,36.819103999999996,458.7199912,joey
607,down,309.0,52.769904000000004,454.875904,159.908,-159.908,44.625,463.0,joey
608,stop,309.0,52.769904000000004,454.875904,159.908,-159.908,44.625,463.0,ion
609,stop,328.602,68.64,439.04501600000003,160.7,-160.7,60.615,447.050016,joey
610,up,328.602,134.051736,373.795992,163.924,-163.924,125.375,382.450256,joey
611,down,328.602,134.051736,373.795992,163.924,-163.924,125.375,382.450256,ion
612,up,219.9,225.251616,282.815992,168.31599999999997,-168.31599999999997,216.677904,291.368896,joey
613,stop,219.9,225.251616,282.815992,168.31599999999997,-168.31599999999997,216.677904,291.368896,ion
614,up,200.1,242.123216,265.98440800000003,169.11599999999999,-169.11599999999999,233.508704,274.57811200000003,joey
615,up,200.1,242.123216,265.98440800000003,169.11599999999999,-169.11599999999999,233.508704,274.57811200000003,ion
616,up,179.706,259.5846,248.56565600000002,169.94,-169.94,250.25,257.876056,joey
617,up,170.796,267.24,240.926456,170.3,-170.3,259.5846,248.56565600000002,joey
618,up,150.204,284.994464,223.21532000000002,171.132,-171.132,275.765,232.421456,joey
619,up,150.204,284.994464,223.21532000000002,171.132,-171.132,275.765,232.421456,ion
620,up,130.404,302.147664,206.102264,171.93200000000002,-171.93200000000002,293.046504,215.180952,joey
621,up,130.404,302.147664,206.102264,171.93200000000002,-171.93200000000002,293.046504,215.180952,ion
622,up,121.098,310.237304,198.030296,172.308,-172.308,302.147664,206.102264,joey
623,stop,121.098,310.237304,198.030296,172.308,-172.308,302.147664,206.102264,ion
624,up,101.1,327.681216,180.627224,173.11599999999999,-173.11599999999999,318.69,189.596808,joey
625,up,101.1,327.681216,180.627224,173.11599999999999,-173.11599999999999,318.69,189.596808,ion
626,up,81.3,345.032816,163.315688,173.916,-173.916,336.0,172.326872,joey
627,up,81.3,345.032816,163.315688,173.916,-173.916,336.0,172.326872,ion
628,stop,71.202,353.912936,154.456376,174.324,-174.324,345.032816,163.315688,joey
629,down,71.202,353.912936,154.456376,174.324,-174.324,345.032816,163.315688,ion
630,down,71.202,596.170104,117.78010400000001,185.108,185.108,586.74,108.35,joey
631,down,190.794,52.769904000000004,279.1845704,159.908,159.908,44.306016,270.72068239999993,joey
632,up,190.794,52.769904000000004,279.1845704,159.908,159.908,44.306016,270.72068239999993,ion
633,down,199.90200000000002,60.134136,286.5488024,160.276,160.276,52.769904000000004,279.1845704,joey
634,down,220.296,76.685,303.0996664,161.1,161.1,68.15793599999999,294.5726024,joey
635,up,220.296,76.685,303.0996664,161.1,161.1,68.15793599999999,294.5726024,ion
636,down,239.898,92.67310400000001,319.0877704,161.892,161.892,84.588504,311.0031704,joey
637,stop,239.898,92.67310400000001,319.0877704,161.892,161.892,84.588504,311.0031704,ion
638,down,249.798,100.777704,327.1923704,162.292,162.292,92.67310400000001,319.0877704,joey
639,down,249.798,100.777704,327.1923704,162.292,162.292,92.67310400000001,319.0877704,ion
640,down,269.796,117.21,343.62466639999997,163.1,163.1,108.41426399999999,334.82893039999993,joey
641,down,289.596,133.56,359.9746664,163.9,163.9,124.88453600000001,351.29920239999996,joey
642,down,299.1,141.43641599999998,367.85108239999994,164.28400000000002,164.28400000000002,133.56,359.9746664,joey
643,down,318.702,157.73973600000002,384.1544024,165.076,165.076,149.495936,375.91060239999996,joey
644,stop,318.702,157.73973600000002,384.1544024,165.076,165.076,149.495936,375.91060239999996,ion
645,down,339.096,174.785,401.1996664,165.9,165.9,166.334504,392.74917039999997,joey
646,down,348.798,182.92370400000001,409.3383704,166.292,166.292,174.785,401.1996664,joey
647,down,368.202,199.258736,425.67340240000004,167.076,167.076,190.914936,417.3296024,joey
648,down,368.202,199.258736,425.67340240000004,167.076,167.076,190.914936,417.3296024,ion
649,down,388.596,216.51,442.9246664,167.9,167.9,208.292504,434.7071704,joey
650,down,397.704,224.24186400000002,450.65653039999995,168.268,168.268,216.51,442.9246664,joey
651,stop,407.60400000000004,232.665264,459.07993039999997,168.668,168.668,224.24186400000002,450.65653039999995,joey
652,down,407.60400000000004,232.665264,459.07993039999997,168.668,168.668,224.24186400000002,450.65653039999995,ion
653,up,407.60400000000004,275.594304,428.765128,170.692,-170.692,267.069704,437.26972800000004,joey
654,up,407.60400000000004,275.594304,428.765128,170.692,-170.692,267.069704,437.26972800000004,ion
655,up,299.1,370.33473599999996,334.243432,175.076,-175.076,361.590936,342.96723199999997,joey
656,up,278.508,388.585904,316.03567200000003,175.908,-175.908,378.923064,325.674312,joey
657,stop,278.508,388.585904,316.03567200000003,175.908,-175.908,378.923064,325.674312,ion
658,up,259.302,405.686616,298.972632,176.68400000000003,-176.68400000000003,396.862416,307.77683199999996,joey
659,stop,259.302,405.686616,298.972632,176.68400000000003,-176.68400000000003,396.862416,307.77683199999996,ion
660,up,249.6,414.35373599999997,290.32472,177.076,-177.076,405.686616,298.972632,joey
661,up,249.6,414.35373599999997,290.32472,177.076,-177.076,405.686616,298.972632,ion
662,up,229.8,432.10133600000006,272.61712,177.87599999999998,-177.87599999999998,423.21753600000005,281.48092,joey
663,up,229.8,432.10133600000006,272.61712,177.87599999999998,-177.87599999999998,423.21753600000005,281.48092,ion
664,up,209.80200000000002,450.107616,254.651648,178.68400000000003,-178.68400000000003,441.00513600000005,263.73332,joey
665,down,209.80200000000002,450.107616,254.651648,178.68400000000003,-178.68400000000003,441.00513600000005,263.73332,ion
666,up,200.1,458.87273600000003,245.905736,179.076,-179.076,450.107616,254.651648,joey
667,stop,200.1,458.87273600000003,245.905736,179.076,-179.076,450.107616,254.651648,ion
668,up,180.3,476.82033600000005,227.998152,179.87599999999998,-179.87599999999998,467.657064,237.14061600000002,joey
669,down,180.3,476.82033600000005,227.998152,179.87599999999998,-179.87599999999998,467.657064,237.14061600000002,ion
670,up,159.906,495.39,209.47096000000002,180.7,-180.7,485.824136,219.014352,joey
671,up,150.40200000000002,504.072816,200.806576,181.084,-181.084,495.39,209.47096000000002,joey
672,up,130.8,522.039336,182.87926399999998,181.87599999999998,-181.87599999999998,512.955536,191.943064,joey
673,stop,130.8,522.039336,182.87926399999998,181.87599999999998,-181.87599999999998,512.955536,191.943064,ion
674,up,111.0,540.266936,164.691664,182.676,-182.676,531.143136,173.79546399999998,joey
675,stop,111.0,540.266936,164.691664,182.676,-182.676,531.143136,173.79546399999998,ion
676,up,101.1,549.410736,155.567864,183.076,-183.076,540.266936,164.691664,joey
677,up,101.1,549.410736,155.567864,183.076,-183.076,540.266936,164.691664,ion
678,up,80.904,568.126104,136.894176,183.892,-183.892,558.3910639999999,146.606744,joey
679,stop,80.904,568.126104,136.894176,183.892,-183.892,558.3910639999999,146.606744,ion
680,up,60.906000000000006,586.74,118.321184,184.7,-184.7,576.962136,128.076576,joey
681,up,60.906000000000006,586.74,118.321184,184.7,-184.7,576.962136,128.076576,ion
682,up,50.808,596.170104,108.91188799999999,185.108,-185.108,586.74,118.321184,joey
683,stop,50.808,596.170104,108.91188799999999,185.108,-185.108,586.74,118.321184,ion
684,up,31.404,614.349104,90.77144799999999,185.892,-185.892,604.693536,100.405384,joey
685,up,31.404,614.349104,90.77144799999999,185.892,-185.892,604.693536,100.405384,ion
686,up,12.0,633.165,71.99636,186.7,-186.7,623.653704,81.486848,joey
687,up,12.0,641.948736,63.230295999999996,187.076,-187.076,633.165,71.99636,joey
688,up,12.0,641.948736,63.230295999999996,187.076,-187.076,633.165,71.99636,ion
689,stop,12.0,651.125064,54.073176000000004,187.468,-187.468,641.948736,63.230295999999996,joey
